"","variable","year","mean","sd","lower","upper"
"1","b_t",1951,9943.77673992892,171.170878882587,9708.58396780842,10261.4141708908
"2","b_t",1952,17222.1535281216,1461.47298968273,15341.3312832748,19654.4745997357
"3","b_t",1953,12653.8532301741,1281.26496525525,10358.3055435625,14070.295181927
"4","b_t",1954,7494.40885371887,236.551585794966,7137.14882568317,7813.53623327185
"5","b_t",1955,7307.43939366847,548.190434067852,6598.35276446976,8280.93232363395
"6","b_t",1956,7561.81593695362,517.5651790466,6313.7401055412,8276.44442331781
"7","b_t",1957,8474.54931698458,515.557656534268,7436.62176610431,9449.98634624733
"8","b_t",1958,15527.9777210463,513.582953594189,14452.5540206048,16315.0225098828
"9","b_t",1959,13952.720679926,1372.31576787948,12165.0659758873,16229.3716168155
"10","b_t",1960,8001.64786063491,193.307103683986,7763.83957311042,8428.68723239696
"11","b_t",1961,9669.59443722131,772.792330362294,8287.93563285952,10576.0266832021
"12","b_t",1962,20919.6233216375,934.627736795898,19443.7032291869,22232.6556397681
"13","b_t",1963,7821.282734741,920.616056787644,6410.17947338595,9104.29899655811
"14","b_t",1964,11744.4148889656,889.78703793282,10346.0006459394,13004.9869421641
"15","b_t",1965,15042.3204390098,537.326172580588,14119.8528763012,15869.5570777956
"16","b_t",1966,8420.90940344902,424.601120560996,7651.59246555496,8998.31055305214
"17","b_t",1967,9654.06824994056,206.375599324603,9297.75745761206,9941.73425317648
"18","b_t",1968,6397.4341053448,280.871896255456,5987.04040769479,6804.80568906145
"19","b_t",1969,5381.78176952549,234.801283493644,5035.2983160773,5768.42640374936
"20","b_t",1970,10891.4395520049,429.185950509985,10282.9761552188,11548.9173868795
"21","b_t",1971,7792.45782297919,246.773276215359,7458.73726384117,8246.80582912098
"22","b_t",1972,10922.1256076212,637.115694618716,9678.97283506702,11874.5475601869
"23","b_t",1973,8232.81536871373,332.881873199123,7804.06785027555,8783.55076378114
"24","b_t",1974,8666.0632913604,167.542659602106,8338.39258469148,8922.3808288631
"25","b_t",1975,17920.9775802072,455.907034188177,17093.1079271431,18556.0333527787
"26","b_t",1976,9075.81049128874,682.225487369866,7977.22992256184,10046.6323603787
"27","b_t",1977,10912.6322447668,567.654255162534,10021.8940441667,11722.4300792934
"28","b_t",1978,4058.73314730068,277.727408526499,3618.53755259872,4448.98186231045
"29","b_t",1979,3163.7634665752,219.962961935224,2806.8991532228,3459.99907052127
"30","b_t",1980,2509.19920948631,251.618259101484,2143.89040953647,2947.3817742682
"31","b_t",1981,2900.68822820787,463.011583054457,2271.61332963522,3775.84951263819
"32","b_t",1982,1907.33546292316,286.103230053786,1541.48236102085,2519.37924219232
"33","b_t",1983,2166.8368241854,104.670904702761,1962.47600321237,2332.85649067983
"34","b_t",1984,2810.18483452482,137.979347099768,2550.49596723442,3010.92925642542
"35","b_t",1985,1654.33619970733,52.7509948889513,1565.097312664,1733.61179050144
"36","b_t",1986,1743.99478885202,71.4941247448729,1615.62871817413,1825.85754333818
"37","b_t",1987,472.652534386292,3.98603638090536,464.578467204236,477.746931710089
"38","b_t",1988,20.6054609282783,1.36180510579733,18.542862419637,23.105396984526
"39","b_t",1989,26.4580557587608,1.14086091777731,24.6108962845133,28.119810053082
"40","b_t",1990,25.8928138519511,1.56038200170846,23.4269639686778,28.2455547268985
"41","b_t",1991,10.1352208028289,0.790548027062187,8.90137348746683,11.4145488509762
"42","b_t",1992,10.7047732909314,0.402624284665372,10.0901639952374,11.385127167193
"43","b_t",1993,8.66282956730077,0.445988827896689,7.86169192468114,9.3007549502588
"44","b_t",1994,23.1741099237478,1.39072033437205,20.9583495540757,25.4134796229976
"45","b_t",1995,108.737129784215,5.67672452672933,99.3418607951478,116.760865412007
"46","b_t",1996,609.81493248099,35.3036242080361,558.655872920509,668.089836246056
"47","b_t",1997,1303.30267877327,171.938638065121,1052.77568264637,1568.28098397474
"48","b_t",1998,1351.40044822071,162.750602823735,1099.51261102788,1614.85709415588
"49","b_t",1999,947.882489163335,137.841621064721,714.587791015398,1138.58099853702
"50","b_t",2000,1383.43822034378,181.372916312994,1073.86536186258,1629.23054396599
"51","b_t",2001,1100.76847347739,142.076740291257,877.774654434789,1315.39250432514
"52","b_t",2002,454.440683840939,28.7941245001115,412.894090111499,503.123627465178
"53","b_t",2003,864.121620477502,90.0947669324513,732.789394014449,1016.9867029229
"54","b_t",2004,1098.2845791076,92.3601598918695,971.89680018273,1258.60196215702
"55","b_t",2005,892.914819398293,97.1914800503407,752.981314770731,1057.33383345193
"56","b_t",2006,804.029086557743,90.9927252384802,672.761677133845,958.581276452702
"57","b_t",2007,766.158087837059,87.4862688060253,646.313667194823,914.308227679728
"58","b_t",2008,1197.79634120247,139.303976072041,990.16034284547,1441.11782859417
"59","b_t",2009,3885.06407857783,505.688516138089,3115.50357068129,4734.08294767875
"60","b_t",2010,5010.850592334,675.311384854128,3946.22505518112,6144.25997709494
"61","b_t",2011,6110.59590238999,773.053474356202,4855.51834376747,7352.01622263912
"62","b_t",2012,3857.07997126246,316.509064503596,3328.13881502757,4349.71816184871
"63","b_t",2013,2872.52041774723,201.638009720141,2555.64966038451,3206.90122411102
"64","b_t",2014,3101.83133258618,245.07378293112,2721.63358062458,3502.32530507453
"65","b_t",2015,1619.48767765915,125.29258226513,1427.8129572172,1822.78083249832
"66","b_t",2016,2507.4558078487,244.361996316736,2133.08296347043,2891.45725806646
"67","b_t",2017,4520.33265394274,586.037409394785,3640.34344742194,5481.88360526038
"68","b_t",2018,3857.80385716346,435.31246488664,3171.48969029443,4563.32167297331
